Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company,EMP_Sat_OnPrem_mean,EMP_Sat_Remote_mean,EMP_Engagement_mean,Emp_Work_Status_mean,Emp_Competitive_mean,Emp_Collaborative_mean
IT,Level 1,1,3,6,0.5,0.67,3,113,2,0,0,low,19,1,2,2,1,1660,75,6,0,1.8,4.2,4.2,3.5,2.2,3.6
Operations,Level 1,1,3,6,0.5,0.69,5,134,2,0,0,medium,64,1,1,1,1,1785,87,6,0,1.8,4.2,4.2,4.0,3.2,3.8
Operations,Level 2-4,0,3,6,0.8,0.9,4,249,3,0,0,low,9,4,3,3,3,5459,79,6,0,3.5,4.2,4.2,3.0,2.8,3.2
IT,Manager,0,3,6,0.8,0.91,5,232,6,0,0,low,2,2,2,2,2,1550,86,7,1,3.5,4.2,1.8,2.8,2.0,3.4
Sales,Manager,1,3,6,0.4,0.53,2,157,3,0,0,low,53,2,1,1,2,1806,61,8,1,3.8,2.4,1.8,2.8,1.8,3.2
Finance,Senior Manager,0,3,6,0.8,0.86,6,279,4,0,0,low,5,2,1,1,2,1836,88,5,1,3.5,4.2,1.8,2.2,1.8,3.8
Finance,Level 2-4,0,3,6,0.8,0.85,5,161,2,0,0,medium,10,4,3,2,4,4108,80,7,0,3.5,4.2,4.2,2.5,3.2,3.8
IT,Level 2-4,0,3,6,0.4,0.56,2,145,3,0,0,low,34,2,2,2,2,1758,60,10,1,3.8,2.4,1.8,2.5,1.8,3.0
IT,Level 2-4,1,3,6,0.8,1.0,5,260,5,0,0,low,4,1,2,2,2,1257,90,5,1,3.5,4.6,1.8,1.8,1.4,2.2
Warehouse,Senior Manager,1,3,6,0.4,0.6,4,186,10,1,0,low,45,1,1,2,1,3722,87,8,0,3.8,4.2,4.2,3.5,2.2,2.4
Operations,Manager,1,3,6,0.8,0.91,6,243,4,0,0,high,2,2,1,1,1,1665,90,8,1,3.5,4.2,1.8,3.2,1.8,2.4
Sales,Level 2-4,1,3,6,0.8,0.94,4,160,2,0,0,medium,3,2,3,2,4,4304,71,7,0,3.5,4.2,4.2,3.0,2.4,2.0
IT,Level 2-4,1,3,6,0.4,0.48,2,226,3,0,0,low,38,1,2,1,1,2073,78,8,0,3.8,2.4,4.2,3.0,2.6,3.6
Operations,Level 2-4,1,3,6,0.8,0.77,3,201,3,0,0,low,3,3,4,3,2,4556,76,6,0,3.5,4.2,4.2,2.5,2.8,2.8
Sales,Level 2-4,0,3,6,0.8,0.92,3,268,2,1,0,medium,10,3,2,3,2,5895,76,5,0,3.5,4.2,4.2,3.0,3.8,3.6
IT,Manager,0,3,6,0.8,0.82,3,218,3,0,0,low,2,4,2,3,3,5841,78,3,0,3.5,4.2,4.2,3.5,3.0,3.0
Operations,Level 2-4,0,3,6,0.8,0.85,5,242,3,0,0,high,4,4,4,2,3,4805,76,5,0,3.5,4.2,4.2,2.0,2.6,3.2
Human Resources,Level 2-4,1,3,6,0.8,0.79,7,306,4,0,0,medium,2,1,2,2,1,1281,87,3,1,3.5,4.2,1.8,3.2,3.0,2.4
Operations,Manager,1,3,6,0.8,0.86,4,169,6,0,0,medium,3,3,4,4,2,5957,76,8,0,3.5,4.2,4.2,3.2,2.4,3.2
Finance,Level 2-4,1,3,6,0.8,1.0,5,244,2,0,0,medium,4,3,3,4,3,4992,75,9,0,0.0,4.6,4.2,2.8,3.0,3.0
Human Resources,Level 2-4,0,3,6,0.4,0.62,3,275,2,0,0,high,1,2,2,1,2,2597,77,8,0,1.8,4.2,4.2,2.5,1.2,2.6
IT,Senior Manager,0,3,6,0.5,0.68,4,190,3,0,0,low,32,2,2,1,2,2774,88,9,0,1.8,4.2,4.2,3.0,2.2,2.2
Sales,Level 1,0,3,6,0.4,0.55,4,149,2,0,0,medium,48,1,2,1,2,1430,85,10,0,3.8,2.4,4.2,4.2,2.8,2.0
Warehouse,Manager,0,3,6,0.4,0.49,5,240,3,0,0,high,47,1,2,1,1,2838,77,6,0,3.8,2.4,4.2,2.0,3.0,4.0
IT,Level 2-4,0,3,6,0.5,0.68,3,231,2,1,0,low,24,2,1,2,1,3811,79,6,0,1.8,4.2,4.2,2.8,2.0,3.0
Finance,Level 2-4,1,3,6,0.4,0.61,4,118,5,0,0,low,50,1,1,1,1,1413,86,10,0,1.8,4.2,4.2,2.2,1.4,2.2
IT,Level 1,1,3,6,0.4,0.48,5,267,3,0,0,medium,46,1,2,1,1,2683,76,10,0,3.8,2.4,4.2,2.8,2.4,2.8
Operations,Level 2-4,1,3,6,0.4,0.52,2,147,3,0,0,low,16,1,1,2,2,1977,66,6,1,3.8,2.4,1.8,3.2,3.2,2.4
Human Resources,Level 2-4,1,3,6,0.4,0.63,4,190,2,0,0,medium,6,2,2,2,2,3595,86,7,0,1.8,4.2,4.2,2.2,2.0,2.4
Finance,Manager,0,3,6,0.4,0.63,3,245,4,0,0,low,20,1,1,1,2,2534,77,8,0,1.8,4.2,4.2,3.2,2.8,3.8
Warehouse,Level 2-4,1,3,6,0.4,0.54,4,160,3,0,0,medium,45,2,2,1,2,1741,87,7,0,3.8,2.4,4.2,2.2,2.2,2.8
Sales,Manager,0,3,6,0.8,0.91,4,240,3,0,0,low,8,2,2,2,2,4423,79,5,0,3.5,4.2,4.2,3.0,3.0,3.0
Sales,Level 2-4,1,3,6,0.8,0.78,4,263,3,0,0,low,4,2,3,3,3,4150,76,9,0,3.5,4.2,4.2,1.8,4.0,2.0
Sales,Manager,1,3,6,0.4,0.55,2,134,3,0,0,low,26,1,2,1,2,1305,69,7,1,3.8,2.4,1.8,3.8,2.0,3.8
Finance,Manager,1,3,6,0.4,0.57,5,245,2,1,0,low,10,1,1,2,2,3815,79,6,0,3.8,2.4,4.2,3.0,2.6,2.2
Finance,Level 2-4,0,3,6,0.8,0.97,4,274,6,0,0,low,10,1,2,2,2,1355,85,7,1,3.5,4.6,1.8,2.0,2.4,1.8
Finance,Level 2-4,0,3,6,0.8,0.78,3,204,2,1,0,medium,6,3,3,3,3,5612,76,4,0,3.5,4.2,4.2,2.8,4.0,2.0
IT,Manager,0,3,6,0.4,0.54,5,132,5,0,0,low,45,2,2,2,2,1087,87,7,1,3.8,2.4,1.8,4.0,1.8,2.4
Finance,Level 1,1,3,6,0.8,0.99,5,251,4,0,0,low,1,4,2,2,2,5011,77,6,0,3.5,4.6,4.2,2.2,3.0,2.6
IT,Manager,0,3,6,0.8,0.96,6,173,3,0,0,medium,2,3,2,4,2,4892,77,2,0,3.5,4.6,4.2,2.0,3.4,2.2
Sales,Manager,1,3,6,0.8,0.74,3,257,2,0,0,low,2,3,4,2,2,5251,80,8,0,3.5,4.2,4.2,4.0,4.0,2.6
Operations,Manager,0,3,6,0.4,0.58,4,270,3,0,0,low,12,2,1,2,1,3279,80,10,0,3.8,2.4,4.2,3.2,3.0,2.4
Sales,Senior Manager,1,3,6,0.8,0.73,4,238,3,1,0,low,4,4,4,3,2,5449,78,8,0,3.5,4.2,4.2,2.5,2.4,3.0
IT,Director,0,3,6,0.8,0.76,4,217,2,1,0,medium,2,2,2,3,4,5442,79,1,0,3.5,4.2,4.2,2.8,3.0,3.0
Warehouse,Manager,1,3,6,0.5,0.68,4,221,4,0,0,medium,14,1,1,1,1,2932,76,8,0,1.8,4.2,4.2,3.5,3.0,2.4
Finance,Level 2-4,1,3,6,0.8,0.75,5,196,3,0,0,medium,2,3,3,2,4,5427,76,9,0,3.5,4.2,4.2,2.8,3.2,3.6
Sales,Director,0,3,6,0.4,0.63,3,149,2,0,0,medium,37,2,1,2,2,1080,67,8,0,1.8,4.2,4.2,4.0,2.6,3.6
Operations,Level 2-4,0,3,6,0.8,0.93,6,218,6,1,0,high,8,2,3,3,3,5879,75,5,0,3.5,4.2,4.2,2.8,3.6,3.4
IT,Level 1,1,3,6,0.8,0.9,3,279,6,0,0,medium,1,3,2,2,2,5855,77,3,0,3.5,4.2,4.2,2.2,3.6,1.8
IT,Level 1,1,3,6,0.4,0.5,2,157,3,0,0,medium,18,1,2,1,1,6382,69,6,1,3.8,2.4,1.8,3.8,2.4,3.4
Finance,Level 2-4,1,3,6,0.8,0.81,4,192,3,0,0,low,3,4,2,3,2,4130,77,8,0,3.5,4.2,4.2,3.5,3.0,3.0
IT,Level 1,1,3,6,0.8,0.73,3,231,2,1,0,high,8,4,4,3,3,5021,80,2,0,3.5,4.2,4.2,3.0,2.2,2.4
Finance,Level 1,1,3,6,0.8,0.87,5,246,5,1,0,medium,9,1,1,1,2,1876,89,3,1,3.5,4.2,1.8,3.2,2.2,2.4
Finance,Level 2-4,0,3,6,0.8,0.79,3,256,3,0,0,low,7,3,2,2,3,5013,78,7,0,3.5,4.2,4.2,3.8,2.8,2.6
Human Resources,Manager,1,3,6,0.4,0.46,2,136,3,0,0,medium,24,1,1,1,1,8473,62,9,1,3.8,2.4,1.8,3.2,1.6,2.0
Warehouse,Manager,1,3,6,0.4,0.55,2,147,3,0,0,low,15,2,1,1,1,1231,73,7,1,3.8,2.4,1.8,3.8,2.8,3.4
Operations,Level 2-4,1,3,6,0.8,0.84,4,143,2,0,0,medium,5,4,2,3,2,4057,72,4,0,3.5,4.2,4.2,3.0,3.8,3.2
Human Resources,Level 2-4,0,3,6,0.8,0.77,4,192,4,0,0,medium,2,4,3,2,4,5503,80,5,0,3.5,4.2,4.2,2.5,2.8,1.8
Finance,Director,1,3,6,0.8,0.85,5,249,3,0,0,low,2,2,4,2,2,4696,80,1,0,3.5,4.2,4.2,2.5,3.2,2.6
Warehouse,Director,0,3,6,0.8,0.71,4,227,3,0,0,low,2,3,4,3,3,4318,79,7,0,3.5,4.2,4.2,3.5,2.4,2.6
IT,Level 2-4,1,3,6,0.5,0.68,2,159,3,1,0,medium,39,1,2,2,2,1477,62,8,0,1.8,4.2,4.2,2.8,2.6,3.2
Operations,Level 2-4,0,3,6,0.4,0.5,2,162,2,0,0,high,62,2,1,1,2,1317,67,8,0,3.8,2.4,4.2,3.0,3.0,3.0
Sales,Senior Manager,0,3,6,0.5,0.66,3,151,3,0,0,low,24,1,2,1,2,1139,73,9,0,1.8,4.2,4.2,1.5,2.4,2.6
Operations,Senior Director,0,3,6,0.8,0.84,6,261,4,0,0,medium,8,1,2,2,2,1397,89,8,1,3.5,4.2,1.8,3.2,2.8,4.0
Human Resources,Manager,0,3,6,0.8,0.73,3,129,3,0,0,medium,9,3,4,4,2,5296,77,6,0,3.5,4.2,4.2,3.0,4.2,2.8
Sales,Level 2-4,1,3,6,0.4,0.48,3,162,3,0,1,high,47,4,1,5,2,1131,72,10,0,3.8,2.4,4.2,2.2,2.8,2.0
Human Resources,Level 2-4,1,3,6,0.4,0.48,5,232,4,0,0,medium,39,1,1,1,1,3132,76,6,0,3.8,2.4,4.2,3.5,2.8,2.6
Human Resources,Level 1,0,3,6,0.4,0.52,4,274,3,0,0,medium,65,1,1,1,1,2556,78,8,0,3.8,2.4,4.2,2.0,1.6,2.8
Finance,Senior Manager,1,3,6,0.8,0.79,3,157,4,0,0,medium,2,3,2,4,4,5684,71,1,0,3.5,4.2,4.2,3.8,3.6,3.4
IT,Level 2-4,0,3,6,0.8,0.9,7,296,4,0,0,medium,7,1,1,2,2,1427,90,4,1,3.5,4.2,1.8,1.5,1.4,3.0
Operations,Manager,0,3,6,0.8,0.8,4,243,2,0,0,medium,6,2,2,2,4,4573,78,1,0,3.5,4.2,4.2,2.2,3.2,2.0
Human Resources,Level 1,1,3,6,0.8,0.74,5,260,6,0,0,medium,10,4,4,2,4,4986,76,4,0,3.5,4.2,4.2,3.2,2.6,2.0
Warehouse,Level 2-4,1,3,6,0.8,0.84,5,266,3,0,0,low,4,2,3,2,3,4969,77,8,0,3.5,4.2,4.2,3.2,2.0,2.6
Warehouse,Level 1,0,3,6,0.5,0.67,4,135,3,1,0,medium,39,1,2,1,1,1549,86,10,0,1.8,4.2,4.2,2.0,2.4,3.2
IT,Level 2-4,0,3,6,0.8,0.85,3,168,3,0,0,medium,7,3,3,4,2,4296,70,1,0,3.5,4.2,4.2,4.0,2.8,2.8
Operations,Manager,1,3,6,0.8,0.9,2,155,2,0,0,low,2,4,2,2,3,5661,79,8,0,3.5,4.2,4.2,3.0,3.2,1.8
Human Resources,Level 2-4,0,3,6,0.8,0.97,3,189,3,1,0,high,2,2,2,2,2,5464,79,4,0,3.5,4.6,4.2,2.5,3.4,2.4
Human Resources,Manager,1,3,6,0.5,0.69,3,150,2,0,0,low,53,1,1,1,1,1319,60,7,0,1.8,4.2,4.2,2.0,2.8,3.2
Operations,Level 2-4,0,3,6,0.4,0.56,3,245,8,0,0,medium,51,2,1,1,2,2366,75,6,0,3.8,2.4,4.2,2.8,2.4,2.2
Operations,Manager,0,3,6,0.8,0.83,3,151,3,0,0,low,1,2,4,2,2,4088,76,1,0,3.5,4.2,4.2,2.5,2.6,3.2
Operations,Level 2-4,0,3,6,0.5,0.66,4,235,3,0,0,high,22,1,2,2,1,3695,77,9,0,1.8,4.2,4.2,3.2,3.0,3.2
Finance,Level 2-4,1,3,6,0.4,0.38,6,140,3,0,0,high,18,1,2,2,1,1995,86,10,0,3.8,2.4,4.2,4.0,3.0,3.2
Human Resources,Level 2-4,0,3,6,0.4,0.56,3,149,2,0,0,high,28,2,2,2,2,1604,66,6,0,3.8,2.4,4.2,2.5,2.2,2.6
Finance,Level 1,1,3,6,0.8,0.97,4,254,3,0,0,low,7,2,3,3,2,4363,77,2,0,3.5,4.6,4.2,3.0,3.4,3.0
Human Resources,Senior Director,0,3,6,0.5,0.67,4,133,3,0,0,medium,3,1,1,2,2,1403,90,10,0,1.8,4.2,4.2,3.5,2.0,2.8
IT,Director,1,3,6,0.8,0.97,4,208,3,0,0,medium,7,3,3,4,4,4592,80,2,0,3.5,4.6,4.2,2.0,3.0,3.0
Human Resources,Level 1,1,3,6,0.8,0.75,5,201,3,0,0,low,2,2,2,3,2,5132,76,8,0,3.5,4.2,4.2,3.2,3.2,3.4
Sales,Level 2-4,0,3,6,0.4,0.54,3,149,3,0,0,low,53,2,2,1,1,1811,75,7,0,3.8,2.4,4.2,3.8,2.6,3.2
Sales,Director,1,3,6,0.4,0.59,3,178,2,0,0,medium,22,1,1,1,2,1247,62,7,0,3.8,2.4,4.2,3.2,2.2,3.4
IT,Level 2-4,1,3,6,0.4,0.59,3,201,6,1,0,medium,3,1,2,1,1,2497,78,10,0,3.8,2.4,4.2,2.2,2.6,3.0
IT,Senior Manager,0,3,6,0.5,0.68,4,227,3,0,0,low,5,2,1,2,2,3100,78,7,0,1.8,4.2,4.2,2.2,1.6,2.2
IT,Senior Manager,1,3,6,0.8,0.81,4,258,7,0,1,medium,8,4,5,2,2,5069,75,4,0,3.5,4.2,4.2,3.2,2.8,2.2
Warehouse,Level 2-4,1,3,6,0.8,0.96,4,255,3,0,0,medium,6,2,3,4,3,4313,78,7,0,3.5,4.2,4.2,3.5,2.8,2.4
Operations,Senior Manager,1,3,6,0.8,0.84,5,298,4,0,0,low,8,1,2,1,1,1631,86,3,1,3.5,4.2,1.8,4.5,2.6,3.2
Operations,Level 1,0,3,6,0.4,0.56,3,263,4,0,0,medium,36,2,2,1,2,2556,80,10,0,3.8,2.4,4.2,2.0,1.8,3.4
Warehouse,Manager,0,3,6,0.4,0.54,4,247,3,1,0,medium,19,1,2,1,2,3534,76,9,0,3.8,2.4,4.2,3.0,2.2,2.4
Sales,Level 2-4,0,3,6,0.8,0.98,5,177,4,0,0,medium,2,4,2,2,2,4873,77,1,0,3.5,4.6,4.2,2.2,2.0,3.0
Sales,Level 2-4,1,3,6,0.4,0.46,2,140,3,0,0,low,60,1,2,2,1,1046,71,10,1,3.8,2.4,1.8,3.8,2.6,2.4
IT,Level 2-4,1,3,6,0.4,0.64,2,219,3,0,0,low,56,1,1,1,2,3608,78,8,0,1.8,4.2,4.2,3.0,2.2,2.0
Sales,Manager,0,3,6,0.4,0.58,4,229,2,1,0,medium,45,1,1,1,2,3776,78,8,0,3.8,2.4,4.2,3.0,1.8,2.4
Warehouse,Level 2-4,0,3,6,0.8,0.93,3,249,2,0,0,medium,9,4,2,4,3,5987,75,6,0,3.5,4.2,4.2,3.0,3.2,4.0
IT,Level 2-4,1,3,6,0.8,0.87,4,221,3,1,0,low,10,3,2,3,2,4126,75,3,0,3.5,4.2,4.2,2.2,3.8,2.6
Finance,Level 1,0,3,6,0.4,0.63,5,185,4,0,0,medium,31,1,1,2,2,3565,86,10,0,1.8,4.2,4.2,3.5,2.4,4.2
Human Resources,Level 2-4,0,3,6,0.4,0.63,4,210,3,0,0,medium,14,1,2,2,2,3666,76,6,0,1.8,4.2,4.2,3.2,2.6,3.6
Warehouse,Level 1,1,3,6,0.8,0.88,7,265,4,0,0,medium,3,2,1,1,2,1357,89,9,1,3.5,4.2,1.8,3.2,3.0,2.2
Finance,Manager,1,3,6,0.8,0.95,4,134,3,0,0,medium,1,2,3,4,3,4064,78,8,0,3.5,4.2,4.2,3.0,3.0,2.0
Human Resources,Level 1,0,3,6,0.8,0.92,6,260,4,0,0,low,1,1,1,2,1,1775,90,5,1,3.5,4.2,1.8,2.0,3.2,3.2
Warehouse,Level 2-4,1,3,6,0.4,0.52,2,146,3,0,0,medium,51,2,1,1,2,7882,65,10,1,3.8,2.4,1.8,2.2,1.8,2.4
IT,Senior Manager,1,3,6,0.4,0.49,2,134,3,0,0,medium,23,2,2,2,1,7499,62,7,1,3.8,2.4,1.8,2.2,2.2,3.2
IT,Senior Manager,0,3,6,0.4,0.49,4,233,3,0,0,medium,34,1,1,1,1,2002,79,9,0,3.8,2.4,4.2,2.2,2.4,2.0
IT,Level 2-4,1,3,6,0.8,0.79,5,139,4,0,0,low,9,3,2,2,2,5070,72,7,0,3.5,4.2,4.2,3.0,3.8,2.8
Finance,Level 2-4,1,3,6,0.4,0.47,2,149,3,0,0,medium,30,2,1,1,1,1020,69,7,0,3.8,2.4,4.2,3.8,1.6,2.4
Human Resources,Level 2-4,1,3,6,0.4,0.64,5,265,2,1,0,high,24,2,1,2,1,2415,80,8,0,1.8,4.2,4.2,3.5,2.6,2.2
Operations,Level 2-4,1,3,6,0.8,0.81,3,183,2,0,0,low,5,3,4,3,3,5329,70,8,0,3.5,4.2,4.2,3.0,2.8,3.8
Human Resources,Level 2-4,0,3,6,0.8,0.83,6,195,5,0,0,high,10,2,3,3,2,4225,76,5,0,3.5,4.2,4.2,2.8,2.4,1.8
Sales,Level 2-4,1,3,6,0.8,0.82,5,285,2,1,0,low,2,4,3,2,2,4505,80,7,0,3.5,4.2,4.2,2.5,3.4,3.0
Operations,Level 2-4,0,3,6,0.8,0.96,4,150,2,0,0,low,5,2,2,3,3,4133,74,1,0,3.5,4.2,4.2,2.5,3.6,1.8
Warehouse,Director,1,3,6,0.8,0.97,3,257,2,0,0,medium,8,2,4,2,4,4242,79,7,0,3.5,4.6,4.2,2.8,2.6,3.2
Warehouse,Manager,0,3,6,0.5,0.7,5,182,3,0,0,medium,11,1,2,1,2,3545,85,8,0,1.8,4.2,4.2,3.2,1.8,2.4
Sales,Senior Director,0,3,6,0.4,0.5,5,149,5,1,0,medium,15,2,2,2,2,1567,86,10,0,3.8,2.4,4.2,2.8,2.0,2.0
Operations,Senior Manager,0,3,6,0.4,0.55,3,226,4,0,0,low,61,1,1,1,1,3261,76,6,0,3.8,2.4,4.2,4.0,1.6,2.8
Finance,Level 1,1,3,6,0.8,0.82,5,272,3,0,0,high,5,2,4,3,3,4972,75,4,0,3.5,4.2,4.2,2.8,3.0,2.8
Sales,Director,0,3,6,0.4,0.51,4,213,3,0,0,medium,6,1,2,2,2,3270,78,8,0,3.8,2.4,4.2,3.2,2.8,3.0
Finance,Level 2-4,1,3,6,0.8,0.89,5,262,5,0,0,low,8,1,1,2,2,1493,89,7,1,3.5,4.2,1.8,2.0,3.4,3.2
IT,Level 2-4,0,3,6,0.4,0.53,3,210,4,1,0,medium,52,2,2,1,1,2999,80,10,0,3.8,2.4,4.2,4.2,2.2,2.6
Sales,Senior Director,1,3,6,0.8,0.86,5,282,4,0,0,low,9,3,4,2,3,4766,79,5,0,3.5,4.2,4.2,2.8,2.8,2.8
Human Resources,Senior Manager,0,3,6,0.8,0.74,6,247,3,0,0,low,1,3,3,2,2,4637,78,9,0,3.5,4.2,4.2,2.5,3.4,2.0
Human Resources,Senior Manager,0,3,6,0.4,0.49,5,203,6,0,0,low,1,2,2,2,2,2403,77,7,0,3.8,2.4,4.2,3.5,2.0,2.2
Warehouse,Senior Director,0,3,6,0.8,0.86,5,274,2,1,0,low,5,4,4,2,2,4154,75,1,0,3.5,4.2,4.2,2.8,2.0,1.4
Warehouse,Level 1,1,3,6,0.8,0.72,3,197,3,0,0,low,3,4,4,2,2,5658,70,4,0,3.5,4.2,4.2,3.5,2.4,2.8
Warehouse,Level 2-4,1,3,6,0.8,0.82,5,275,3,1,0,medium,9,4,4,4,3,4287,78,8,0,3.5,4.2,4.2,3.0,3.6,1.4
Sales,Level 2-4,1,3,6,0.8,0.9,5,284,4,0,0,low,1,2,2,3,2,4171,79,8,0,3.5,4.2,4.2,3.2,3.8,2.4
Sales,Level 2-4,0,3,6,0.8,0.94,4,146,4,0,0,medium,7,2,4,4,3,4953,76,9,0,3.5,4.2,4.2,2.8,2.8,2.8
Sales,Level 1,1,3,6,0.8,0.98,4,165,2,0,0,low,2,4,4,3,3,5210,79,5,0,3.5,4.6,4.2,1.8,2.2,3.4
Operations,Level 2-4,1,3,6,0.8,0.91,3,193,2,0,0,low,3,2,3,3,2,4799,72,8,0,3.5,4.2,4.2,2.0,4.0,3.2
Warehouse,Level 2-4,1,3,6,0.8,0.74,3,209,3,0,0,medium,2,3,3,2,3,4976,75,1,0,3.5,4.2,4.2,3.2,3.4,1.8
Human Resources,Level 2-4,1,3,6,0.8,0.98,4,161,3,0,0,medium,2,2,2,3,2,5378,76,1,0,3.5,4.6,4.2,2.2,3.0,1.2
IT,Level 1,0,3,6,0.4,0.45,2,126,3,0,0,medium,59,1,2,2,2,7931,67,7,1,3.8,2.4,1.8,3.0,2.2,2.6
Sales,Manager,1,3,6,0.4,0.56,3,301,3,0,0,low,12,2,1,2,1,1849,88,10,1,3.8,2.4,1.8,4.2,2.4,3.8
Sales,Level 2-4,0,3,6,0.4,0.51,2,152,2,0,0,medium,39,1,2,2,2,1397,72,6,0,3.8,2.4,4.2,3.2,1.2,2.8
Finance,Manager,0,3,6,0.4,0.56,3,157,2,0,0,low,31,2,1,1,2,1248,67,7,0,3.8,2.4,4.2,2.2,2.6,3.0
Human Resources,Level 1,1,3,6,0.5,0.66,4,228,3,0,0,low,60,1,1,1,2,2715,75,8,0,1.8,4.2,4.2,2.5,2.0,2.6
Human Resources,Level 2-4,0,3,6,0.8,0.92,4,224,3,0,0,medium,1,4,2,2,4,4231,79,2,0,3.5,4.2,4.2,4.2,3.8,3.0
Warehouse,Level 2-4,1,3,6,0.8,0.98,4,166,4,1,0,medium,1,4,2,4,2,4536,73,4,0,3.5,4.6,4.2,2.8,2.4,2.8
Finance,Level 2-4,1,3,6,0.8,0.83,3,238,2,0,0,medium,1,2,3,4,3,4991,80,8,0,3.5,4.2,4.2,3.0,2.6,2.0
Finance,Level 2-4,0,3,6,0.4,0.49,3,199,10,0,0,medium,16,1,1,2,1,2184,85,8,0,3.8,2.4,4.2,2.0,3.6,3.2
Operations,Level 1,0,3,6,0.4,0.64,3,263,4,0,0,medium,8,1,2,1,2,2599,76,6,0,1.8,4.2,4.2,4.0,3.0,4.2
Operations,Director,0,3,6,0.8,0.84,6,309,4,0,0,low,6,1,2,2,2,1335,90,5,1,3.5,4.2,1.8,3.0,3.2,2.0
Human Resources,Level 1,0,3,6,0.4,0.45,2,127,3,0,0,low,40,1,1,2,1,1130,69,6,1,3.8,2.4,1.8,2.8,2.8,2.2
Sales,Senior Manager,0,3,6,0.8,0.73,3,268,10,0,0,medium,9,2,3,4,3,4483,80,2,0,3.5,4.2,4.2,2.0,2.6,2.8
IT,Level 1,0,3,6,0.4,0.52,2,160,3,0,0,low,50,1,1,1,1,1390,69,7,1,3.8,2.4,1.8,2.2,2.0,3.4
Sales,Level 2-4,1,3,6,0.8,1.0,4,300,5,0,0,medium,6,2,1,2,2,1027,85,5,1,3.5,4.6,1.8,3.5,2.2,2.4
Human Resources,Level 1,0,3,6,0.8,0.95,3,274,4,0,0,low,3,2,2,3,2,5979,75,4,0,3.5,4.2,4.2,3.2,3.6,3.2
Operations,Level 2-4,0,3,6,0.8,0.77,4,245,2,0,0,low,6,3,4,3,3,5772,76,4,0,3.5,4.2,4.2,3.2,2.4,3.4
Human Resources,Level 2-4,1,3,6,0.4,0.53,3,138,2,1,0,low,16,2,2,1,2,1219,61,8,0,3.8,2.4,4.2,3.0,2.8,1.4
Human Resources,Senior Manager,0,3,6,0.4,0.53,2,147,3,0,0,medium,38,1,2,2,1,6174,63,8,1,3.8,2.4,1.8,3.5,2.6,3.4
Sales,Level 1,0,3,6,0.4,0.5,2,141,3,1,0,low,46,2,1,2,2,1240,71,6,1,3.8,2.4,1.8,3.8,2.2,2.8
Finance,Senior Manager,0,3,6,0.8,0.84,6,246,4,0,0,medium,4,2,1,1,1,1504,88,8,1,3.5,4.2,1.8,2.8,2.2,3.6
Sales,Level 1,1,3,6,0.4,0.53,3,138,2,1,0,low,39,1,2,2,1,1526,74,8,0,3.8,2.4,4.2,1.8,2.4,3.2
Warehouse,Level 1,0,3,6,0.8,0.96,6,275,4,0,0,low,2,2,2,1,1,1700,85,6,1,3.5,4.2,1.8,3.8,2.8,3.4
Sales,Manager,1,3,6,0.8,0.76,3,201,2,0,0,medium,8,4,3,2,4,5032,79,8,0,3.5,4.2,4.2,2.2,3.2,3.0
Finance,Level 1,0,3,6,0.8,0.92,3,168,3,0,0,low,8,3,3,2,3,5877,74,4,0,3.5,4.2,4.2,3.0,2.8,2.6
Finance,Level 2-4,1,3,6,0.5,0.7,3,147,4,0,0,low,18,1,2,1,2,1613,68,10,0,1.8,4.2,4.2,2.0,2.2,2.8
IT,Manager,1,3,6,0.4,0.57,4,220,2,1,0,medium,7,1,2,1,2,2551,80,8,0,3.8,2.4,4.2,2.2,2.2,2.8
Finance,Director,1,3,6,0.4,0.61,3,272,3,0,0,medium,48,1,2,1,1,3780,75,9,0,3.8,4.2,4.2,2.2,2.8,2.4
Operations,Manager,1,3,6,0.4,0.54,6,169,4,0,0,low,43,2,1,1,1,1780,90,9,0,3.8,2.4,4.2,2.5,2.6,3.0
Human Resources,Senior Manager,0,3,6,0.8,0.7,4,161,3,1,0,high,7,4,3,2,2,4245,74,5,0,3.5,4.2,4.2,2.5,2.4,2.2
Human Resources,Level 2-4,0,3,6,0.8,0.86,5,262,6,0,0,medium,4,2,1,1,1,1532,88,9,1,3.5,4.2,1.8,3.5,3.2,2.6
IT,Senior Director,1,3,6,0.8,0.81,3,183,2,0,0,low,6,2,4,2,2,5015,77,5,0,3.5,4.2,4.2,2.5,3.2,3.0
Operations,Level 1,0,3,6,0.8,0.83,5,275,2,0,0,medium,10,4,2,4,2,5395,80,7,0,3.5,4.2,4.2,2.2,2.8,3.8
Human Resources,Level 2-4,0,3,6,0.4,0.5,2,147,3,0,0,low,43,1,1,2,1,1413,67,6,1,3.8,2.4,1.8,3.5,2.8,2.6
Finance,Level 1,1,3,6,0.8,0.79,3,134,3,0,0,medium,10,3,2,3,2,4200,74,2,0,3.5,4.2,4.2,3.5,2.6,3.6
