Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company
Finance,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,4,192,2,0,0,medium,36,5,4,2,1,1,2,1,2,2,1,1,2,3,4,2,3,3,4,2497,86,9,0
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.87,5,145,6,0,0,medium,9,2,5,3,3,4,4,4,4,3,1,4,5,4,5,1,1,5,4,4243,76,2,0
IT,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,4,161,3,0,0,low,6,4,4,3,4,1,1,2,1,1,1,1,2,3,1,2,3,4,3,1386,89,7,0
IT,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,2,213,3,1,0,low,29,1,1,2,5,1,2,1,2,1,3,2,4,4,1,1,3,2,4,2732,76,6,0
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,4,176,4,0,0,high,63,4,4,4,3,2,1,1,1,1,5,1,2,5,3,1,4,1,2,1293,87,8,0
Operations,Level 1,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,3,185,4,0,0,low,35,1,2,1,2,1,1,1,2,1,3,1,4,3,1,1,4,4,3,3648,90,8,0
Finance,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.8,5,103,6,0,0,medium,2,5,5,3,5,2,4,4,4,4,2,4,4,4,3,2,5,4,1,4860,78,4,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.86,6,254,4,0,0,medium,6,1,3,4,3,1,1,2,1,1,5,1,2,4,5,2,1,3,5,1928,88,7,1
Finance,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.77,3,233,2,0,0,high,1,1,2,2,2,4,2,2,3,3,1,2,1,3,3,1,3,2,2,5073,79,7,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.79,5,240,2,0,0,low,7,5,5,5,3,2,3,3,2,3,1,2,3,5,5,1,4,5,4,4409,80,7,0
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.87,5,223,5,0,0,low,2,2,3,3,1,2,1,2,2,3,4,4,4,4,1,2,1,5,1,1232,86,6,1
Warehouse,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.78,5,137,4,0,0,low,4,5,3,1,2,4,4,3,3,2,3,2,5,3,4,2,3,2,5,5888,80,2,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.46,2,135,3,0,0,low,62,4,5,2,1,2,2,2,1,1,1,2,3,1,4,2,1,4,1,1070,73,9,1
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.53,3,156,4,0,0,medium,45,4,4,2,5,2,1,1,2,2,4,1,1,5,2,2,5,5,4,1971,65,8,0
Human Resources,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,155,3,0,0,medium,18,3,2,4,4,2,2,1,1,2,2,1,3,5,3,1,4,2,3,7453,63,10,1
IT,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.81,4,236,3,1,0,low,4,3,5,5,4,2,3,2,3,2,1,3,3,2,3,2,1,1,3,4257,80,7,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,2,212,2,0,0,high,3,5,4,1,2,3,3,2,3,5,4,5,4,5,1,1,3,1,1,4389,75,1,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.73,2,139,2,0,0,medium,2,1,1,1,4,2,4,4,3,4,4,3,5,4,3,1,3,3,5,4520,72,7,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.79,4,272,3,0,0,low,4,3,3,1,5,4,3,2,2,2,1,2,2,4,2,2,4,3,5,5654,78,1,0
Operations,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.45,2,171,2,0,0,low,38,5,2,2,1,2,2,1,1,2,3,2,1,1,5,2,1,5,5,1153,61,6,0
Sales,Senior Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,4,241,4,0,0,medium,47,2,5,4,1,1,2,1,1,1,3,1,3,5,2,1,1,5,3,3906,77,8,0
Human Resources,Manager,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.64,3,163,3,0,0,medium,59,1,2,5,3,2,2,2,1,2,4,2,2,1,2,2,1,2,2,1005,66,7,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.79,6,281,4,0,0,medium,7,3,4,2,4,1,1,1,2,1,4,1,5,2,2,4,2,1,3,1599,87,8,1
Human Resources,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,5,214,3,0,0,low,51,4,1,5,5,2,1,2,1,2,4,1,1,2,3,2,1,4,2,3080,76,6,0
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,4,138,5,0,0,low,10,4,5,3,2,2,4,2,2,2,2,3,3,5,3,2,3,3,4,5401,79,4,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.52,2,145,3,0,0,medium,47,2,3,3,4,2,2,2,2,2,2,2,1,2,2,2,5,5,3,6224,65,10,1
Finance,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.86,6,148,4,0,0,low,1,5,3,1,5,4,4,3,2,2,5,3,1,4,2,1,4,2,1,5216,78,7,0
IT,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.49,5,170,3,0,0,low,64,3,4,4,1,1,2,2,2,2,3,2,2,2,1,1,1,5,2,1282,86,10,0
IT,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,4,147,2,0,0,medium,19,5,1,5,3,1,1,1,2,5,5,5,3,4,1,2,3,3,3,1940,87,8,0
Sales,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,3,259,3,0,0,medium,40,2,5,5,3,1,2,2,2,2,5,1,3,4,2,2,2,1,2,2349,78,9,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.52,2,134,3,0,0,low,12,1,1,1,1,2,2,1,1,1,1,2,5,5,3,1,4,5,4,1930,68,7,1
Finance,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.48,2,151,3,0,0,low,54,2,5,4,5,1,2,1,2,1,5,1,5,2,1,2,1,5,3,1101,74,7,1
Warehouse,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.73,4,262,2,0,0,medium,3,2,5,1,5,2,4,4,2,3,1,4,5,1,5,2,4,1,3,4090,80,7,0
IT,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.71,5,246,3,0,0,medium,10,1,5,2,3,2,4,2,2,4,3,5,5,3,2,4,4,1,3,4078,78,9,0
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.85,4,211,2,0,0,low,9,2,5,1,2,2,3,2,3,4,4,4,2,4,1,1,4,5,2,5883,77,9,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,4,245,4,0,0,medium,5,3,3,4,5,4,4,4,3,4,1,3,5,4,1,1,3,2,4,4660,78,2,0
Operations,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.94,3,189,3,0,0,medium,1,3,2,4,5,4,3,4,3,3,2,4,5,2,2,2,2,4,2,5896,72,8,0
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.52,2,137,3,0,0,medium,45,1,5,3,5,1,1,1,1,1,1,2,2,1,2,5,1,3,2,7285,75,6,1
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.83,4,229,2,0,0,medium,7,3,2,4,1,2,2,3,2,4,5,4,2,1,1,2,2,5,5,5364,78,6,0
Operations,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.48,3,158,2,0,0,medium,57,5,1,5,4,1,1,2,2,2,1,1,5,1,5,1,2,1,2,1851,60,6,0
Finance,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,3,175,3,0,0,medium,4,4,3,5,5,2,1,2,2,4,5,5,2,4,5,1,4,1,4,1519,73,9,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.52,2,147,3,0,0,medium,61,5,1,5,2,2,2,1,1,2,5,2,4,1,5,1,4,5,3,8175,68,8,1
Warehouse,Director,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,5,236,4,0,0,medium,6,4,2,4,4,3,3,2,2,5,5,4,1,1,1,2,3,2,1,4457,79,1,0
Warehouse,Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,4,173,2,1,0,high,52,5,4,3,4,2,1,2,2,2,1,2,3,5,4,1,2,1,5,1005,85,7,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,4,162,2,0,0,low,54,1,3,5,4,1,1,2,2,2,1,1,1,4,5,1,2,2,3,1724,88,8,0
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,4,227,3,0,0,medium,23,5,5,4,3,2,2,1,2,2,1,2,2,1,4,2,1,2,2,2085,80,7,0
Human Resources,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.5,2,135,5,0,0,low,44,3,3,2,2,2,1,2,2,2,2,1,2,4,4,2,2,5,2,1825,64,10,1
Warehouse,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.8,4,287,4,0,0,low,6,3,1,3,5,3,4,3,2,4,5,4,1,5,3,2,3,3,3,5889,80,5,0
Human Resources,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,4,98,4,0,0,medium,11,4,1,3,5,2,1,2,1,2,3,1,3,4,4,1,4,3,4,1342,89,6,0
Operations,Director,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.77,4,184,3,0,0,medium,2,4,5,2,5,4,3,2,3,4,4,2,4,5,2,2,1,3,3,4639,72,2,0
Sales,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,4,149,2,0,0,low,58,3,5,1,5,1,2,2,2,2,5,2,1,4,1,2,1,1,1,1657,85,6,0
Human Resources,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.81,4,238,2,0,0,low,4,4,1,4,5,4,4,2,3,3,2,3,3,5,4,1,3,1,5,4337,76,6,0
Finance,Level 2-4,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.64,3,241,10,0,0,medium,31,5,1,4,3,1,1,1,1,2,3,2,3,2,4,1,5,2,2,2724,77,7,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.77,5,223,2,1,0,medium,9,3,2,2,1,2,2,2,4,3,1,4,1,3,5,1,2,3,4,5735,78,2,0
Operations,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,4,139,3,0,0,low,29,2,3,5,2,2,2,2,1,2,3,2,3,3,1,2,1,1,4,1365,88,8,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,4,239,3,1,0,low,10,3,3,1,3,3,4,3,3,2,4,3,4,3,5,1,2,4,1,4020,79,1,0
Finance,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.7,4,175,3,1,0,medium,34,2,1,4,5,2,2,1,1,1,3,2,4,4,4,5,1,1,3,1005,88,6,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,3,256,4,0,0,medium,3,1,4,5,4,2,3,2,2,3,5,4,2,2,5,1,3,5,3,4398,77,9,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.93,3,199,3,1,0,medium,10,2,2,4,4,4,3,3,3,4,1,3,4,4,3,1,2,2,4,5768,71,9,0
Warehouse,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,4,215,3,0,0,high,47,4,5,3,1,2,2,2,2,1,5,2,4,1,2,1,2,5,1,2137,78,8,0
Finance,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,3,270,4,1,0,low,50,4,2,1,4,2,1,1,2,1,2,1,4,2,3,2,1,5,5,2950,75,9,0
Warehouse,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.88,5,254,2,0,0,medium,5,3,4,2,4,3,2,2,3,2,4,3,4,4,2,2,2,3,1,4764,77,7,0
Sales,Senior Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,3,245,2,0,0,medium,1,1,5,5,3,2,1,1,2,1,3,2,5,4,5,2,3,5,4,3682,79,7,0
Finance,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,4,157,2,0,0,medium,15,2,2,3,1,1,1,1,2,1,4,1,5,2,3,2,1,4,1,1724,85,8,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.61,3,243,3,0,0,medium,4,5,1,4,5,1,2,1,2,2,5,2,4,4,2,2,1,5,3,3189,79,10,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.93,7,296,4,0,0,low,4,3,2,3,1,1,2,1,2,2,2,2,5,1,3,2,5,4,3,1392,88,4,1
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,4,185,3,0,0,low,40,5,1,5,5,2,2,2,1,1,4,1,1,2,5,1,2,2,2,3062,90,9,0
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.83,3,204,3,0,0,low,8,2,4,2,3,3,4,3,2,4,1,4,4,2,3,1,4,5,2,4586,79,6,0
IT,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,3,268,3,0,0,low,33,3,5,4,2,1,1,2,1,2,2,2,1,2,5,2,5,5,2,3872,80,6,0
Warehouse,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,4,255,2,0,0,low,1,2,3,4,2,1,2,1,1,2,1,1,3,4,1,2,5,2,5,3337,76,6,0
Sales,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,131,3,0,0,low,36,5,4,1,2,1,2,2,2,2,1,2,5,3,3,1,4,5,4,1796,73,6,1
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,4,238,3,0,0,low,3,2,5,2,2,2,3,2,2,2,5,3,3,3,5,1,5,3,3,5265,80,8,0
Sales,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.87,4,227,3,1,0,medium,7,2,4,5,2,4,3,4,3,4,1,4,3,5,1,5,1,3,2,4041,79,5,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.71,3,155,2,0,0,low,3,4,5,5,2,2,4,2,2,3,1,2,3,3,1,1,4,1,4,5481,80,9,0
Sales,Senior Director,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,1.0,4,251,6,0,0,low,3,2,3,5,2,2,1,1,2,1,1,2,4,2,1,1,2,3,4,1297,90,1,1
Finance,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.53,2,146,3,1,0,low,38,2,4,2,3,1,2,1,1,1,2,1,3,4,2,1,2,2,3,1902,62,8,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.87,5,243,5,0,0,low,3,1,3,2,2,1,1,2,1,2,5,2,3,3,1,2,3,2,5,1066,85,9,1
Human Resources,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,3,251,4,0,0,high,7,2,5,4,2,2,4,3,2,2,2,4,1,1,4,2,4,5,2,4038,77,3,0
Human Resources,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.61,4,170,3,0,0,low,9,5,4,5,1,2,2,1,2,2,4,1,3,4,2,1,4,3,3,1138,87,7,0
Sales,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,4,209,8,1,0,medium,46,4,1,5,2,2,2,1,1,2,4,2,2,5,5,1,1,3,5,3345,80,7,0
Warehouse,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.93,5,269,5,0,0,low,5,5,3,5,2,2,2,2,2,1,2,1,4,3,5,2,2,4,5,1742,86,2,1
Operations,Senior Director,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.39,3,193,6,0,0,medium,45,5,4,5,5,2,1,2,2,1,5,2,3,4,3,1,2,5,5,3908,89,10,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,4,116,3,0,0,medium,54,5,4,1,5,2,2,2,2,1,3,2,5,4,2,1,3,2,2,1314,85,6,0
Sales,Manager,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,3,167,3,0,0,low,1,1,3,2,4,2,2,1,1,2,2,1,2,1,5,2,2,2,2,1252,63,9,0
Sales,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.79,4,274,2,1,0,low,10,2,2,5,3,3,4,2,3,4,5,2,3,3,5,2,4,2,2,4361,80,1,0
Operations,Manager,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,4,166,3,1,0,low,5,2,2,3,1,2,1,1,1,1,2,1,5,4,5,2,1,3,2,1610,87,6,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.87,4,178,3,0,0,medium,6,3,3,2,5,3,4,4,4,2,1,4,2,2,5,1,3,5,3,4576,70,4,0
Finance,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,3,134,2,0,0,high,1,3,1,2,2,3,3,2,3,3,2,3,5,1,2,4,3,2,5,5646,74,2,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.73,3,250,2,0,0,medium,1,4,1,5,1,4,2,2,4,2,2,2,3,4,4,2,1,5,1,4922,77,9,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.75,4,191,3,0,0,medium,6,3,5,1,4,2,2,4,3,2,4,4,5,5,1,2,5,4,5,4563,73,4,0
IT,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.93,3,217,3,1,0,low,1,1,3,3,4,4,4,2,2,4,5,3,2,3,5,1,4,5,2,4177,76,6,0
Operations,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,5,176,3,0,0,medium,8,5,1,4,4,4,4,3,2,4,2,4,4,5,2,1,4,2,4,5335,75,8,0
Finance,Senior Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,2,135,4,0,0,medium,65,5,1,1,3,1,1,1,1,2,4,1,3,4,1,1,2,2,1,1988,73,7,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.92,6,269,4,0,0,medium,10,2,4,1,5,1,1,1,1,1,2,2,1,1,2,2,2,3,3,1166,85,2,1
Finance,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,3,209,2,0,0,low,43,1,3,4,2,2,1,2,1,1,2,2,2,5,2,1,2,2,3,2237,78,7,0
Sales,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,4,177,3,0,0,high,22,5,4,3,1,1,1,2,2,2,4,2,5,3,5,2,3,3,2,1381,90,8,0
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,2,114,5,0,0,high,5,4,3,3,2,3,4,3,2,2,5,3,2,1,2,2,4,5,2,5334,80,6,0
Human Resources,Level 1,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.64,4,147,2,0,0,low,17,5,5,3,3,1,1,1,1,1,3,2,5,1,1,1,5,5,5,1057,85,9,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.87,4,223,5,0,0,medium,4,5,5,3,2,4,4,3,4,4,4,4,3,3,1,2,2,3,3,4704,78,3,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.8,4,200,2,0,0,low,5,1,4,5,1,3,2,2,2,4,2,4,3,3,4,1,5,1,2,5072,87,6,0
Finance,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.78,5,275,4,0,0,low,7,4,5,4,5,3,4,3,2,3,3,2,4,2,3,1,1,5,2,4597,79,4,0
Operations,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,136,3,0,0,medium,36,4,5,2,1,1,2,2,2,2,3,2,5,5,4,2,1,2,4,6070,74,9,1
Sales,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,4,186,10,1,0,low,42,5,1,1,3,2,1,1,1,2,2,2,3,4,1,2,1,3,1,3521,85,10,0
IT,Manager,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,4,156,3,0,0,low,60,5,4,1,5,2,1,2,2,1,4,1,2,2,4,2,1,2,4,1553,86,6,0
Warehouse,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,4,132,3,0,0,low,63,1,1,2,3,2,1,1,2,1,1,1,2,1,5,2,1,5,1,1901,88,7,0
IT,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,4,132,4,0,0,medium,10,1,3,4,5,2,1,1,1,2,4,1,4,5,2,2,1,2,5,1343,90,7,0
Sales,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,4,177,3,0,0,medium,7,5,1,4,5,2,4,4,3,2,5,2,5,4,4,2,3,2,2,4031,77,8,0
Finance,Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.7,5,195,3,0,0,low,55,5,4,4,5,1,2,1,2,2,3,1,2,5,2,2,4,2,3,2641,89,9,0
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.83,6,293,6,0,0,low,7,4,4,1,2,1,2,1,2,1,5,2,2,1,1,1,5,3,2,1117,88,8,1
Human Resources,Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,5,259,4,1,0,low,65,4,5,3,2,1,2,1,2,1,1,2,1,1,4,2,2,1,1,2612,77,6,0
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,3,213,3,0,1,medium,10,2,4,4,5,4,5,2,4,3,5,4,5,3,4,2,5,4,2,5993,79,9,0
Operations,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.56,4,238,2,0,0,medium,9,3,1,5,1,2,1,1,1,1,3,1,3,2,2,1,2,5,5,1466,88,6,1
